date,product,contextFirstDate,contextLastDate,calendarSlots,observedSlots,nanSlots,contextSha256
2023-07-11,12,2022-02-14,2023-07-10,512,419,93,58b0a8e8f07fe8941b7f12afaafe74b6939e05f520d8440df65a9d4e2d14046b
2023-07-11,13,2022-02-14,2023-07-10,512,426,86,98dfb53605e78facd4b392002ec297c61203c47b4fa3726e31983a26d809e57a
2023-07-11,21,2022-02-14,2023-07-10,512,428,84,9728238cbc68de61e38a5e5f5d9397af592039568469a5263ffd5731a9e6f4a2
2023-07-11,35,2022-02-14,2023-07-10,512,423,89,612681a85e8efdece2c96231ee6ed1274ac56b20b5e835377e672733d7c79484
2023-07-11,82,2022-02-14,2023-07-10,512,427,85,e350d6648b7e27d3d2220d282254a13099670ca8e7cdaa0d120f30e740683c42
2023-07-12,11,2022-02-15,2023-07-11,512,429,83,9c3dbe7c7e4b7ef149d51190eea568e8fda6cd0896b60d68371a7feb08a5ecd3
2023-07-12,12,2022-02-15,2023-07-11,512,420,92,39483a761fea6d9f8f5aa6fc2ddbfea1f02ab75c35f577c6c78be45ef07f08f2
2023-07-12,13,2022-02-15,2023-07-11,512,427,85,2896afac15c514c133e942fa9b7049e60593cbcd900f12de16029b6493ead4a9
2023-07-12,21,2022-02-15,2023-07-11,512,429,83,aeba43b2aee66c7a2636a644dfb36d11f5aa9a373a99f2491e1cf2f216de5890
2023-07-12,35,2022-02-15,2023-07-11,512,424,88,3c85da3d05a16772f2ce414ac96bed761d60a70ee6f61f6832931b23097d5e6d
2023-07-12,82,2022-02-15,2023-07-11,512,428,84,25e398ebe49d91e87834a483ce7db5458b5aed3f285a4ebe47a16532537418c7
2023-07-13,11,2022-02-16,2023-07-12,512,430,82,4c913822605bb7a493162617fba064087498d027229a20a13711b41b253e1edb
2023-07-13,12,2022-02-16,2023-07-12,512,421,91,39b3110d47f8027e92005f908f8aa380f3861f4ad099a5ea6f66216aa3b67a05
2023-07-13,13,2022-02-16,2023-07-12,512,428,84,656c16af698c24ac9599a9ffbe33671bf0554b0160b5c4c0998189e14f2503d5
2023-07-13,21,2022-02-16,2023-07-12,512,430,82,3b6e2ba430ef750e4c07dd11e7850d33a8c5356835b56015160e7ea2b2a6fac9
2023-07-13,35,2022-02-16,2023-07-12,512,425,87,83d8ee0441c2a4658a40a408a38fe66853b6ca3f88b5f180f172c9a21e74375b
2023-07-13,82,2022-02-16,2023-07-12,512,429,83,8a90e1758e52595630349ada54835ad66e9c8a658214f1b735aa12fc72c40b53
2023-07-14,11,2022-02-17,2023-07-13,512,431,81,ee2da94e80188edaace13e152cf7b444cf6e69aaeef6bb6114d459d8e5c17a93
2023-07-14,12,2022-02-17,2023-07-13,512,422,90,58bea2da984afbf35c886d27bd1625937225c765c2571858c07941fed347e0c3
2023-07-14,13,2022-02-17,2023-07-13,512,429,83,707e2d90600f4bc1a09542d9ca96664bd2c33a68739a3b2b68e8127f2a8acd62
2023-07-14,21,2022-02-17,2023-07-13,512,431,81,77f87c9fa57c6b933a6aa00a28430dc0008768bbe147ef0f881cfaf8404997b5
2023-07-14,35,2022-02-17,2023-07-13,512,426,86,f3d151d696db13a41fd8855f2c1f0382333f0e554cc88e4ec49a905014ec45ef
2023-07-14,82,2022-02-17,2023-07-13,512,430,82,c332ee54fbb00ef95206d1894f248d3ccc316b678472803d836e63419619cd8f
2023-07-15,11,2022-02-18,2023-07-14,512,432,80,e46fd79a693bae6dea80c1caf6ef963f272e8515d71d19d3be63edbc1bd1ade6
2023-07-15,12,2022-02-18,2023-07-14,512,423,89,8ef38e596afa54b60dff19bfce762b2b0c98f112ee043b7c8eb2f62c176e1333
2023-07-15,13,2022-02-18,2023-07-14,512,430,82,f8ce7816290469d5dff6fb6ff6fb7bc25a9dee928c77e1b6c48f3dee40287e58
2023-07-15,21,2022-02-18,2023-07-14,512,432,80,a510463bf12b7f65ccf2831bfba97d5999ab3282942e739899c7a8939a40f7d1
2023-07-15,35,2022-02-18,2023-07-14,512,427,85,55a05673dd54261a92fd92b23243f3e71c7336544b25613b98e26eda69668701
2023-07-15,82,2022-02-18,2023-07-14,512,431,81,0d1f15cff808da06e94b865d810a0de023308372c2500ddf36a74a8d4c247337
2023-07-16,11,2022-02-19,2023-07-15,512,432,80,6d7035f0d382795afb8ac8954b8c3d7efc26a6de9e66e175a22bda1c8bc97a4c
2023-07-16,12,2022-02-19,2023-07-15,512,423,89,2397a6353365d5bb067f0e125f481efa397a2223873678f4d901c8d471347b1d
2023-07-16,13,2022-02-19,2023-07-15,512,430,82,7a4ab6908c3f951aec7df23729129ae61a39a323354c5bcc9735333520921820
2023-07-16,21,2022-02-19,2023-07-15,512,432,80,6d4b0c06a91904b8fd832001e0bde7f1051f91b523634a2db68d2f1f66d35c6e
2023-07-16,35,2022-02-19,2023-07-15,512,427,85,65ee252c0887659818def5dd3a8b9cc2a87571d7018bf5fe623f4a3be510c79a
2023-07-16,82,2022-02-19,2023-07-15,512,431,81,222886e8c55d1fd4d0acab96152908161cc99b9df31aef2863a9ce5ac3123f89
2023-07-17,11,2022-02-20,2023-07-16,512,432,80,22c7ceeb7a2ff37a1df77bfc4f01ed95060bf1e52d462166d9dbbdcf7a3b231e
2023-07-17,12,2022-02-20,2023-07-16,512,423,89,78d41107b09777399dd41737071323c2758ae9b58bed24b94f10027a44bfc6c9
2023-07-17,13,2022-02-20,2023-07-16,512,430,82,ad6a0263c8adf79cbcc4feae55136599d48e709a4c2d3cfa13f251c6776f8b03
2023-07-17,21,2022-02-20,2023-07-16,512,432,80,a6aac86b47a6f1d03cf3fa68ac693a66e9d93d4dd54f3008080c9a7fbfa8bb55
2023-07-17,35,2022-02-20,2023-07-16,512,427,85,34e787bac4ad4f580c4777ea7430cdac7aa3b16fc93ca8c8b71a97534f664863
2023-07-17,82,2022-02-20,2023-07-16,512,431,81,540ac753afce3a1a49cfaa978ca339ed2e9416add08f0d814665e4f41c49002c
2023-07-18,11,2022-02-21,2023-07-17,512,433,79,05c9e1fdd9c66127aa62fee030a029fab80b66ea90031e94362e69adca655017
2023-07-18,12,2022-02-21,2023-07-17,512,423,89,e580f1638caa530ec82af8665a46dc92f471bf6f4f201189f47b94d86485cb3d
2023-07-18,13,2022-02-21,2023-07-17,512,430,82,9bd25a0f6e6898cd5b5e78f54eed5220f4e87b9dd8ad45d84e434f61f434fc7e
2023-07-18,21,2022-02-21,2023-07-17,512,432,80,1165ca984e87cbb4317372356f39ef55da2cf754a7dcff0aae443bd70fb048ea
2023-07-18,35,2022-02-21,2023-07-17,512,427,85,5d702c1e6865959431a57300f574807d0680f9fcf45dacef2e5a37e5051b84a4
2023-07-18,82,2022-02-21,2023-07-17,512,431,81,03b7f29f528f7c39543867e808cdd40ff220ff737cebfd7298a584574ef84843
2023-07-19,11,2022-02-22,2023-07-18,512,433,79,ac3ce8ffd9f099aab3ad051d01b8c4dc7d360be05cff17618b27e03640722398
2023-07-19,12,2022-02-22,2023-07-18,512,423,89,0641dd3e37bff53a69f71fe1ca980b3d75eb3808db72cbfab2093dcc5e62987e
2023-07-19,13,2022-02-22,2023-07-18,512,430,82,7ee06fe5cbbb05278e766deacc3589cb13a69c760804df34517c2b31e3cb23de
2023-07-19,21,2022-02-22,2023-07-18,512,432,80,acfe0222878779c525624e68fbfddbcb5e2c51b5cdcc9352c27294d2acca6f06
2023-07-19,35,2022-02-22,2023-07-18,512,427,85,8d9db1cdbd6f1a535e7771aaccf3244950335707d4f1574ce2ade4cb3d291b8b
2023-07-19,82,2022-02-22,2023-07-18,512,431,81,319562736cee1de13f03ebb056bb184cdc3260f28bde5b972ececdc8637ea05d
2023-07-20,11,2022-02-23,2023-07-19,512,433,79,b2efc20f9ad841158c208a93539c279099263507d3654583159b26e1ac704425
2023-07-20,12,2022-02-23,2023-07-19,512,423,89,ebd40b7563271b5bd11587a4641c1493ede60685f31455f16b2de2f9e028be54
2023-07-20,13,2022-02-23,2023-07-19,512,430,82,a39d22947e323b5e7c4b62fd7832825b565a715d91663a316b0b353fc812b00e
2023-07-20,21,2022-02-23,2023-07-19,512,432,80,a09e85cff60f1e6d78fb879bf68fccd64f88111c53be5e6589102234e779af97
2023-07-20,35,2022-02-23,2023-07-19,512,427,85,e3eed0ef6f985f9c69bafda244196d0d50b88e28874a22fea2763e0c6455717d
2023-07-20,82,2022-02-23,2023-07-19,512,431,81,a5c814b1141b663c2ab5bdc6914a74259924387539df88e6ddccaa3d8d2b505a
2023-07-21,11,2022-02-24,2023-07-20,512,433,79,31159cca43e4cd92347394882283dcef0bf9c1cf938e8d4d8ac884b77a1a8ffc
2023-07-21,12,2022-02-24,2023-07-20,512,423,89,23f902670d93883b19715f9953dce4a0c7b38b9a12c7f3c08598fec85299de6d
2023-07-21,13,2022-02-24,2023-07-20,512,430,82,7c89d043119e886a716e4bda0027b7e260223f8144c3855337938aff695a21da
2023-07-21,21,2022-02-24,2023-07-20,512,432,80,8344a9193a381d9c5c339a018f78c10bb34a29fd5f9297765e652b96a6bc762a
2023-07-21,35,2022-02-24,2023-07-20,512,427,85,495dc41b250eb1b5046e4f6e7947067423360f5fc80e368b74c148532f74edb7
2023-07-21,82,2022-02-24,2023-07-20,512,431,81,acd8acf1ba4e15e1b5f1af8b99f2f86a94ed9c92e309eddd2ad8648629f1170d
2023-07-22,11,2022-02-25,2023-07-21,512,433,79,1eeae0ac926e33fa7c025c4bfb8a8a492aa48a9bc103e5db458eaab6f648381e
2023-07-22,12,2022-02-25,2023-07-21,512,423,89,44091e03d5b5420447006c13fd391c7d892e6c9c200ec5d9043cc3a648393244
2023-07-22,13,2022-02-25,2023-07-21,512,430,82,bb44c0e0aa403e66be94794908d468031a503bef2dc1cd528efb2788de0255be
2023-07-22,21,2022-02-25,2023-07-21,512,432,80,1195ef9458eb4d0a796d7b2fb9d35e268f1801c6b31e7bc1e628d23ab2c88296
2023-07-22,35,2022-02-25,2023-07-21,512,427,85,31c4f2d74f60f0a66dd4a90ef09e2f4740955ab502673df53242ae64bfaf7ad0
2023-07-22,82,2022-02-25,2023-07-21,512,431,81,3866ff46e1757270bfc16ea5ae73a5387e3d0adb836f78207b247a78e1c2c7bb
2023-07-23,11,2022-02-26,2023-07-22,512,433,79,d23b81ef288f1a0e750526c826b78bd97abfc46da5bfe18cf99decf1f16ee43d
2023-07-23,12,2022-02-26,2023-07-22,512,423,89,ce30cceab2216a1b622ae710313c24b14220ce3f5faef4f0f0297a10229b7990
2023-07-23,13,2022-02-26,2023-07-22,512,430,82,8871f0f1a65ec63d34a62b314b1e9ea1e960497eab6d60b0d3007813f021ffd0
2023-07-23,21,2022-02-26,2023-07-22,512,432,80,76f64733cab8beb8b27983eec5bad5dba56c956935c6d1209326405f2b344f21
2023-07-23,35,2022-02-26,2023-07-22,512,427,85,9996db00675df01a173bc863f912f172cda86e5bb742894f448d475380b4d813
2023-07-23,82,2022-02-26,2023-07-22,512,431,81,865b62b72037bddac8d737e077f08de7bbd479992bb9ad55b4462c3be75cde3f
2023-07-24,11,2022-02-27,2023-07-23,512,433,79,95171a99cf2cc18bab34e3f80710c2a1c1d067f92161f1a86dc498fb531f5d64
2023-07-24,12,2022-02-27,2023-07-23,512,423,89,64482de0b76b1a0353c74107c0cc15772a99d34510f3f1e2b16176e9b918d3fc
2023-07-24,13,2022-02-27,2023-07-23,512,430,82,caadaad9be4f269204d464de01ffbb61e194637b69bda5c63aaaed42cf7410f6
2023-07-24,21,2022-02-27,2023-07-23,512,432,80,6e7ed273b6e9da1119f0c1576945b653c0354a805a650f9998e046f91883ef51
2023-07-24,35,2022-02-27,2023-07-23,512,427,85,01474dc84cbdd3e16578d316f9bad9f11fbe7979027635d1bd68db9b878c81ff
2023-07-24,82,2022-02-27,2023-07-23,512,431,81,20a2c35c1159af20c60273d2d419c9abc4eecef1e57aea77eb168d670f061271
2023-07-25,11,2022-02-28,2023-07-24,512,433,79,8eeffafdc22058e4e4d4a2a905e58d81caeabb70cc9659fbeab414c339b8a46c
2023-07-25,13,2022-02-28,2023-07-24,512,430,82,c3becdb48492a0c7c5ab404f12b8ceacd90a200edda5e3595eab76bfcacbdcdf
2023-07-25,21,2022-02-28,2023-07-24,512,432,80,4103e05fe7e2e00b47502ef73830d26f8e48fcfbd8c81aa757955bffd245ca74
2023-07-25,35,2022-02-28,2023-07-24,512,427,85,9db37142a2a6d1514932c4ffc583150c879ce707af6b7ca062124e4e62a1bb26
2023-07-25,82,2022-02-28,2023-07-24,512,431,81,4e0ddc0fdbc71799f3c0a6199d3ef78abdbb81f9897e73fd0b19a2b38601320f
2023-07-26,11,2022-03-01,2023-07-25,512,433,79,5bb3e4d7710489fa3b29ce5aef776716c075ff88b2ed7003696d5a339a502126
2023-07-26,13,2022-03-01,2023-07-25,512,430,82,e7cf1d78366556c8d209c3c2cfdcce96f920752523e6ddc85f7e9da7cb5bf635
2023-07-26,21,2022-03-01,2023-07-25,512,432,80,3ecd5e3994618328f2bb2dc8ee6770a50f3594c67676ab9c3786dd9a1e0ef285
2023-07-26,35,2022-03-01,2023-07-25,512,427,85,843bcd5b01b99ae9aec159aa52bb5dcb56a80f0d28a5dcb6f25782c224a6b2f4
2023-07-26,82,2022-03-01,2023-07-25,512,431,81,19fa43fe48a201da80fc0654d813b0864c7e6c7dc975d85a3ac22947d355caac
2023-07-27,11,2022-03-02,2023-07-26,512,433,79,2213911bab42d215a566380f73a495a0f15bb34a1b2981aea3e24a4c15f3d793
2023-07-27,12,2022-03-02,2023-07-26,512,421,91,9bcd6722ee4e4176aa9c88189b346fe868e2751877b527742ba964e573da6bc3
2023-07-27,13,2022-03-02,2023-07-26,512,430,82,2fc8e277f314b261be04ed95af94fdd5023eb0f6aa118e95252d57a23d21147a
2023-07-27,21,2022-03-02,2023-07-26,512,432,80,0f06bd99586a69a107832e62ea455395ab63d9efd8dd6725ee7f95a44ad18bf8
2023-07-27,35,2022-03-02,2023-07-26,512,427,85,3ad576943a6d154d473cb5d23bb208e55d32ddeed59215cc1e9c2a5cce5bc112
2023-07-27,82,2022-03-02,2023-07-26,512,431,81,a4d6923dbb1476b1409524e375d21c93c591bcf9d94e78b8ce6bc568055cea38
2023-07-28,11,2022-03-03,2023-07-27,512,433,79,680fbc3da5a6b238984bd13c0027307d7ceb62a0725db712fea12e0004460a9c
2023-07-28,12,2022-03-03,2023-07-27,512,421,91,c98e1b105f4f97de451dd007e332fc7e92820c9118fa960528b618963d349da2
2023-07-28,13,2022-03-03,2023-07-27,512,430,82,8d9b82b36978cd6a716ab4082be2a0ccaaef4194314676792e49d25022191427
2023-07-28,21,2022-03-03,2023-07-27,512,432,80,e031ef947d72e49eeb78f9ebcdc15f357b4c2dd997ff6c226d6c23d301101dfd
2023-07-28,35,2022-03-03,2023-07-27,512,427,85,49aa00c3c0ce5cb5692aaa1141f8cd76e061d12f619b94f8a9b85bb8558d74d7
2023-07-28,82,2022-03-03,2023-07-27,512,431,81,1be6b2d61fadd508adeb1bbe372f92628de562c2c47442aeac7d880d122e84e6
2023-07-29,11,2022-03-04,2023-07-28,512,433,79,3693349af8916e83a3399961a87a997bb19dc0ef2dd26c65520411550140bf89
2023-07-29,12,2022-03-04,2023-07-28,512,421,91,9e35b8df4becfb1cf1f9584dc99078fc0946991a408e426ff086880177fcec5c
2023-07-29,13,2022-03-04,2023-07-28,512,430,82,32141b67bae9cc0e34495d94cba32c4cb0b5cf40e61676512bb8d337d0b11c20
2023-07-29,21,2022-03-04,2023-07-28,512,432,80,604cefe48fcd7b37ceb282a25e4001846a28a6b88ee8647239dbb6db28d73b6d
2023-07-29,35,2022-03-04,2023-07-28,512,427,85,1548a8b6f7f63714b8dcee57796e8013871073fab69d1f0786ab9fb2ea1041f7
2023-07-29,82,2022-03-04,2023-07-28,512,431,81,5de9bdb1fd82efedfaaaf0c491202bb7ea82d1dcb101c24556ffe13ae1c82a63
2023-07-30,11,2022-03-05,2023-07-29,512,433,79,9564a2c60bf8a0c878602639cb74f9e8904783dcef12bb46448e8afc9735a7b4
2023-07-30,12,2022-03-05,2023-07-29,512,421,91,b285ad7e146d30ae2d9928664da497e8c7b6239b8107bc6f0ec9e80c133e0af4
2023-07-30,13,2022-03-05,2023-07-29,512,430,82,f517a06ad7b79fdff797d61afa3fce08ed363d515ffd0863c0b3a7edb566101f
2023-07-30,21,2022-03-05,2023-07-29,512,432,80,6369f6ecbccc3ba6bc318570fa867534484b75107cea140ed3bce85f3edc4d7d
2023-07-30,35,2022-03-05,2023-07-29,512,427,85,277a1edb583ddb15a2a01ee205ab68f1880f3b74e0d1495a40166771de35379d
2023-07-30,82,2022-03-05,2023-07-29,512,431,81,ddc056f0c02d9088e9d7e943657d17677b64ab440a7621ee7849a5de9d85a9f3
2023-07-31,11,2022-03-06,2023-07-30,512,433,79,c6442b42d79f614afd0c12be872031e90d35182bb462279deab8d1b6d4b97ced
2023-07-31,12,2022-03-06,2023-07-30,512,421,91,9dc8be8147879dbf3b648175830c1b5fd7a29ae89c3fe460b7217ed537a52e8f
2023-07-31,13,2022-03-06,2023-07-30,512,430,82,58aae537678f72b84679c1207340fa7513ef16fe703372896e1753c8095748cb
2023-07-31,21,2022-03-06,2023-07-30,512,432,80,6e064c4c1772184238b432772d87018f28f73889f12ee5b62974e46389eeb270
2023-07-31,35,2022-03-06,2023-07-30,512,427,85,e514088cc22af4d59a49ca6e5667fc11cf58b7b7815e0b292e7e6bd7add69dee
2023-07-31,82,2022-03-06,2023-07-30,512,431,81,71a2be424afd0d81080518ffc18fb41802f48315e7c3eb7f246b9585b4c5c1bd
2023-08-01,11,2022-03-07,2023-07-31,512,433,79,e28c118c3acc9add116746187ea5de4ca20b74f5a5962b8043f9a0bc0c6dcf85
2023-08-01,12,2022-03-07,2023-07-31,512,421,91,bae4724d124436d8659edae3d88ec19ced41c73f1d72265b1c91d8536509f858
2023-08-01,13,2022-03-07,2023-07-31,512,430,82,20609e60737221eef7865564c25fc880abb31664b4428d7cdb75090cbc0b4c49
2023-08-01,21,2022-03-07,2023-07-31,512,432,80,1415b45c56b1b222749dfce3395dad9bf2493d96c7fdf2fffd56029453a15ca4
2023-08-01,35,2022-03-07,2023-07-31,512,427,85,4db2558b88f5d9c239ee0a4b22a701f812d5c5f79f70e4a5c304ed76eb12f2f7
2023-08-01,82,2022-03-07,2023-07-31,512,431,81,0289e28fecb6dfa4849558ed42ca3c4c0ff7e1803195ce888d0ebcdccdd48889
2023-08-02,11,2022-03-08,2023-08-01,512,433,79,a56d7d14bba0afb8c0cebb344110888d55beb048f7bae55184df07065cebf62a
2023-08-02,12,2022-03-08,2023-08-01,512,421,91,55a3e6bc52c43d28ea72bd2c182f23a27743cc6bac8f1bb57e953d989d90d048
2023-08-02,13,2022-03-08,2023-08-01,512,430,82,96d02d7acc1f06d504ea2e7f53a9a17b27cf8a60b33912f684117a434cb254fb
2023-08-02,21,2022-03-08,2023-08-01,512,432,80,ced19883e7871b7ef7758b3a21f3b221dd0ec6db26cdda2f90aca4c35cbe24fc
2023-08-02,35,2022-03-08,2023-08-01,512,427,85,c058acb073b55f355f102165b29867367da26a8a0c5ec3c8a9bf2bb1a56b72e3
2023-08-02,82,2022-03-08,2023-08-01,512,431,81,b09333bb49b563e1476eb037afc9a2e42a92b41a989167d009a2b69053405c9e
2023-08-03,11,2022-03-09,2023-08-02,512,433,79,b6436c48aa24efa6a565e57a6a2a80eafb5fd3ea4665292996d09b92ef95a99e
2023-08-03,12,2022-03-09,2023-08-02,512,421,91,2880c576bbf68edc99f3f1b2c6e0116b152b2fc57f5c63c6f7c467fceade41f6
2023-08-03,13,2022-03-09,2023-08-02,512,430,82,2b33c303c12be0d9abe30404bb02ce8b218f23bda8001b1312afaf0fab3bd585
2023-08-03,21,2022-03-09,2023-08-02,512,432,80,81aa9d63e904f70016597cb92b791acfbff62d575b7a068d93fc8e0a2784e2ec
2023-08-03,35,2022-03-09,2023-08-02,512,427,85,6c195fb24e2910542b7226fc9e529eb5e8574324dfb438923023397391bfd2ad
2023-08-03,82,2022-03-09,2023-08-02,512,431,81,91c3c4a4c7331bede6354c744b7020fffbea153ae23f34261a46616ee4ccf520
2023-08-04,11,2022-03-10,2023-08-03,512,433,79,7eb4ccd2b1689c34253ddce8c0018069db57ca5aab45caf256d6b1285eeadc4c
2023-08-04,12,2022-03-10,2023-08-03,512,421,91,7f19833e4fc4c309f77fe72e8e8e8385117aac95facf0958e0df6ef46ac0403e
2023-08-04,13,2022-03-10,2023-08-03,512,430,82,95b59e276c29c1516c781a772812c304503184230b44806cc2509332d4b625b3
2023-08-04,21,2022-03-10,2023-08-03,512,432,80,748148ce4151ed728c4f4de7c53aab2900702794a43fb2852cd384f5ae90adcd
2023-08-04,35,2022-03-10,2023-08-03,512,427,85,1cb18d1c890c2a3ac1bcca15ad3aa01e6041e24460d0b52d55e0f69764f2ee0b
2023-08-04,82,2022-03-10,2023-08-03,512,431,81,e39721d86bd82bf2d23678346be42d0c1e33ff0853fb2b145431629a1bdadca6
2023-08-05,11,2022-03-11,2023-08-04,512,433,79,bb8e11cfc4f62b02c3863fe083ef0662acf5a6602e063436d4cd9e0320fab77d
2023-08-05,12,2022-03-11,2023-08-04,512,421,91,78e93d9e7360c162b4f4221836a3fc9cdd2ac907dd3ca912755c493b0ad1c514
2023-08-05,13,2022-03-11,2023-08-04,512,430,82,2b77c4ae40a524cd63cf2578796a0376c3cb939d4a50760fdc61435263d4e6a3
2023-08-05,21,2022-03-11,2023-08-04,512,432,80,6e3f037d658edfa71d65d9b85ef2193223d77980906eec2c94f0b4645f6088b6
2023-08-05,35,2022-03-11,2023-08-04,512,427,85,9109fe8d9e1955a7c98c5f5443ce3df6cb19f9fc48c6dcd17de038ba0426ca19
2023-08-05,82,2022-03-11,2023-08-04,512,431,81,c4e4f86fea0b173240fe8e014a5833f6ad779efc46e5c7bcabd9fca83472fbea
2023-08-06,11,2022-03-12,2023-08-05,512,433,79,04da79eebae206df86269ebb372d0b796eafe111e0464ba990cf1764e966bfab
2023-08-06,12,2022-03-12,2023-08-05,512,421,91,b07a917e5c777fe444a106263cdae9d44771da2215200d7aa8df83de0d12871f
2023-08-06,13,2022-03-12,2023-08-05,512,430,82,bbc8043bda74f2acaf67b1d439664a2f5beda0477794372a9839ed8b982f0b43
2023-08-06,21,2022-03-12,2023-08-05,512,432,80,edefd1fd6a5f86beeae1c3cdd219edc687e878be83cfa9bad0c4686d5f8b7539
2023-08-06,35,2022-03-12,2023-08-05,512,427,85,f249c841803ba6155f53a1e70fb03a05afac22319e4be2f1e000117f7eeda43e
2023-08-06,82,2022-03-12,2023-08-05,512,431,81,a196db68cb40204ca81b3eeda45f71b0e0d32063134081b0484d4c79757727ca
2023-08-07,11,2022-03-13,2023-08-06,512,433,79,d6a828e94c80a3eb969c51c2ab8000f49b15b5454741608206e800e8188a366c
2023-08-07,12,2022-03-13,2023-08-06,512,421,91,cf2f07dbdeb740a028e85f398ee45557306c390fd3f191d174e7b3e50c26b51a
2023-08-07,13,2022-03-13,2023-08-06,512,430,82,15ddc3eac3cc94d077f133ace2e82af6fa63c72d279e84a816dbae8138a2c097
2023-08-07,21,2022-03-13,2023-08-06,512,432,80,52a2f62ba736f98abd7b667546b595bb9bac42020cd4c751d21ad6119e405ec8
2023-08-07,35,2022-03-13,2023-08-06,512,427,85,83bd36f017abac203d336b0e344bc283c872e8d2ca4190fbfecdc2e0044ff2ee
2023-08-07,82,2022-03-13,2023-08-06,512,431,81,a700fdbe3a5953c425dd49d39fce904bd2a81093fafa89b5c80122b7699aea2e
2023-08-08,11,2022-03-14,2023-08-07,512,433,79,597891e8d3f48c572584d1151d2a3531684509c1dd39488c533ea2be89fdee19
2023-08-08,12,2022-03-14,2023-08-07,512,421,91,6d04131c1c1d839f65f3de9d39116a050146cf22b9d39d7b8c2a31f92294cce2
2023-08-08,13,2022-03-14,2023-08-07,512,430,82,ebcde816a2943927f515ad4dd619d0c507623be3f377d9187044e2cacce3c3cd
2023-08-08,21,2022-03-14,2023-08-07,512,432,80,32e02603538d6f570fc7cc91a55354d121e9c04343738a69db2c9581f5f3aee5
2023-08-08,35,2022-03-14,2023-08-07,512,427,85,ae6093284389d985bcd0a10f993f9c71be22c205066d0c51419bcb29792b73d2
2023-08-08,82,2022-03-14,2023-08-07,512,431,81,4b88e21855cbaa527e41c61ad19d50babeffb74085cb326aec06e7961592f79f
2023-08-09,11,2022-03-15,2023-08-08,512,433,79,1ba0cfaeff9b08668a3e132c18d1ed7e48cf7a547a99a2b8dc5a059d5fb790c8
2023-08-09,12,2022-03-15,2023-08-08,512,421,91,c84d71370404666186a558ed755a5fb1a61cb51def9770d54f438eaf9221359e
2023-08-09,13,2022-03-15,2023-08-08,512,430,82,8fa66a60c8d26ff9745ce2af243e8fb72c6b8c22c6bd04d05607a78ff80b6999
2023-08-09,21,2022-03-15,2023-08-08,512,432,80,b1d8c1f2294cb07770743026dcff4947a023b7a82bf6c12cc5c3d24f477db17b
2023-08-09,35,2022-03-15,2023-08-08,512,427,85,33f3f19f89d590623f2454f4c14dcf22df5da80120f760f02b614e498699ca7f
2023-08-09,82,2022-03-15,2023-08-08,512,431,81,2020cb7a3ebb475d58c0f90552ff9f4f9fc92956f971d0759d8de3b89333d36a
2023-08-10,11,2022-03-16,2023-08-09,512,433,79,d8e9fa0b577701ff453d76fdb605fa874c320679b3828d1b8f089a99093f3cf8
2023-08-10,12,2022-03-16,2023-08-09,512,421,91,481b71174bdc094f88ce68cf9de3a3dad22774baeff4289da7c3a6b34f49e9ea
2023-08-10,13,2022-03-16,2023-08-09,512,430,82,6a3062d4bd20eda7fdfe333da1e7ae8a11443c38c46d3f1dcc96a456911a39d7
2023-08-10,21,2022-03-16,2023-08-09,512,432,80,af28b56e1532321fb69d15f5eb671658932feb439ad48c27724146c8eec7b7a5
2023-08-10,35,2022-03-16,2023-08-09,512,427,85,d4d3e86bfe7b4e3fcca245061c3287e4a768ada9309db3000143f9aa7dceb945
2023-08-10,82,2022-03-16,2023-08-09,512,431,81,f2dc942b332b54acb15bced79103bb242a899c730f971d5e223dbac6bc700050
2023-08-11,11,2022-03-17,2023-08-10,512,433,79,0d9a5f710db7aa2961331f859337c5aabbcb7fcad8d4fb9cc0a0a034184e900c
2023-08-11,12,2022-03-17,2023-08-10,512,421,91,df6e270fba9b3838cff162274332591abd2318c56ad8836a392143ba7856ca67
2023-08-11,13,2022-03-17,2023-08-10,512,430,82,d1b685f099e498c56ed6e111a9a47a4c12ad2da1744fe28fbf2c974e28ac4137
2023-08-11,21,2022-03-17,2023-08-10,512,432,80,623bf37db757a5d6d92e17ca8cd9894b624390ef30ba8e9c42eb3a0011b823c1
2023-08-11,35,2022-03-17,2023-08-10,512,427,85,89093dce39db43bac775c1fb0a2e7686fbf03652751666e8f6c39585ae1ed35c
2023-08-11,82,2022-03-17,2023-08-10,512,431,81,b2ad10b3c0843786df2485c9ab2035f5900ad1b1b74b2116c00e77a5db5d54f4
2023-08-12,11,2022-03-18,2023-08-11,512,433,79,c8af181834b188e016efeb280690b4ea6976c3dcc4996d8be8b824dc1984355b
2023-08-12,12,2022-03-18,2023-08-11,512,421,91,36bdcf0cbf5164d981a408e66639fda3052e0bc553ac1963818d32e3e193cb0d
2023-08-12,13,2022-03-18,2023-08-11,512,430,82,822d70e17c76733a47e7134210a6f56a91a87ecc6999b9c38e487cb46ca2185a
2023-08-12,21,2022-03-18,2023-08-11,512,432,80,78c247cc45fc5753540ab7ceb4fcd0f372e14aca1d8fa36174d0b214a779a73b
2023-08-12,35,2022-03-18,2023-08-11,512,427,85,cee071d43252a29ab12bbfb41945635952377850deb39d921576a273c961438d
